Price,Close,High,Low,Open,Volume
Ticker,2454.TW,2454.TW,2454.TW,2454.TW,2454.TW
Date,,,,,
2001-07-23,27.404470443725586,27.404470443725586,27.404470443725586,27.404470443725586,463095
2001-07-24,29.157514572143555,29.250383033091957,28.42198135938198,28.975487772669233,238341541
2001-07-25,31.189510345458984,31.189510345458988,29.157514389520983,29.157514389520983,94092605
2001-07-26,33.31066131591797,33.31066131591797,32.01791170452281,32.296519942835566,64114300
2001-07-27,33.21779251098633,34.696284778853816,33.032052725753175,34.14277843015323,60369077
2001-07-30,33.21779251098633,33.21779251098633,33.21779251098633,33.21779251098633,0
2001-07-31,35.524688720703125,35.524688720703125,33.03205492462641,33.217794722223864,77956786
2001-08-01,34.04991149902344,35.896167527711356,33.6784290269758,35.803299073456536,61392002
2001-08-02,35.064056396484375,35.249796208490224,33.95704353951742,33.95704353951742,61392002
2001-08-03,35.71043014526367,36.26393655602768,35.06405527397462,35.43181899366924,52895123
2001-08-06,36.81744384765625,36.81744384765625,35.06405611288903,35.33895137863552,48605439
2001-08-07,36.171058654785156,36.91030473762662,35.71042367304216,36.53882519283476,38953644
2001-08-08,36.81744384765625,36.81744384765625,35.71043099964273,36.17106607589283,35422904
2001-08-09,36.263938903808594,37.37095179700626,36.17106755226127,36.63170553232262,32073649
2001-08-10,35.89616394042969,36.3568018135338,35.61755572049848,36.263930483550624,24187224
2001-08-13,35.6175651550293,36.4496799134527,35.33895397628921,36.17106873471262,23774757
2001-08-14,36.171058654785156,36.171058654785156,34.603411052151095,35.80329500174468,27965449
2001-08-15,36.263938903808594,36.63170553232262,35.80330380875708,35.89617227529457,18742625
2001-08-16,35.156917572021484,36.263930199506866,35.156917572021484,35.98531909674876,26464060
2001-08-17,35.431819915771484,35.431819915771484,34.41767841338544,35.24979599739949,31694177
2001-08-20,37.09233093261719,37.73870567681169,35.06404837944512,35.06404837944512,70796311
2001-08-21,37.64584732055664,38.01732695915949,36.72457712441921,37.37095204178935,44513739
2001-08-22,36.171058654785156,37.64583781372582,36.171058654785156,37.27807127567622,43045344
2001-08-23,35.98532485961914,36.81744240937942,35.43181845723516,36.44967581024309,41609948
2001-08-24,35.064056396484375,35.710431288465905,34.878313699468784,35.710431288465905,35785877
2001-08-27,35.6175651550293,35.7104336246027,35.06405869033604,35.52469380044596,22405355
2001-08-28,34.78544235229492,35.89616812471798,34.60341556291297,35.89616812471798,24649193
2001-08-29,35.33894729614258,36.078193445252346,34.324805913043285,34.60341415410792,77016358
2001-08-30,36.21931457519531,36.21931457519531,36.21931457519531,36.21931457519531,6212299
2001-08-31,37.38359832763672,38.03083828141882,36.99674558383355,37.38359832763672,46870035
2001-09-03,36.73636245727539,37.77045807734448,36.479698976828814,37.64398387283385,14385935
2001-09-04,37.770450592041016,37.770450592041016,37.12321074548172,37.38359213460958,19445003
2001-09-05,36.34950256347656,37.90064292342366,36.34950256347656,37.90064292342366,14478530
2001-09-06,35.055030822753906,36.219318643205455,34.668175165688424,36.219318643205455,14284920
2001-09-07,35.95893096923828,35.95893096923828,34.02093490332928,34.02093490332928,8535596
2001-09-10,36.089115142822266,36.21931016999586,35.0550226219198,35.572070326799754,7862178
2001-09-11,33.63408279418945,36.089124005458295,33.63408279418945,36.089124005458295,23317168
2001-09-12,33.63408279418945,33.63408279418945,33.63408279418945,33.63408279418945,0
2001-09-13,31.30550193786621,31.305501937866207,31.305501937866207,31.305501937866207,1346838
2001-09-14,29.23360824584961,30.3978932603254,29.23360824584961,29.23360824584961,32500935
2001-09-17,29.23360824584961,29.23360824584961,29.23360824584961,29.23360824584961,0
2001-09-18,29.23360824584961,29.23360824584961,29.23360824584961,29.23360824584961,0
2001-09-19,30.39789581298828,30.39789581298828,28.329707077585393,28.329707077585393,20640323
2001-09-20,29.363794326782227,30.011034296753454,29.363794326782227,29.363794326782227,11818520
2001-09-21,28.459888458251953,28.71655188889447,28.459888458251953,28.459888458251953,12534029
2001-09-24,30.1412353515625,30.39789890579294,28.71656571641535,28.846757918636083,19083039
2001-09-25,30.784744262695312,32.20941052770995,30.784744262695312,31.69236563256243,34066637
2001-09-26,32.856651306152344,32.856651306152344,31.045126480411238,31.822555711823956,26524331
2001-09-27,33.373687744140625,33.50388276150803,31.692358395535933,32.33959530112521,16069484
2001-09-28,32.59626007080078,33.89073682487563,32.0792152721372,33.63407340524503,20463550
2001-10-01,32.59626007080078,32.59626007080078,32.59626007080078,32.59626007080078,0
2001-10-02,30.658267974853516,32.596263931681634,30.397886564979522,32.596263931681634,13493653
2001-10-03,30.011030197143555,30.65826718984198,29.493982461619765,29.493982461619765,8990156
2001-10-04,30.914936065673828,32.07922388734231,30.78474678562234,32.07922388734231,17492086
2001-10-05,31.045129776000977,31.43198545267852,30.141229136130384,31.045129776000977,10177060
2001-10-08,30.784744262695312,30.914933532077296,30.39788863692978,30.39788863692978,7845341
2001-10-09,31.692359924316406,31.822549170249452,31.045120098648262,31.045120098648262,7550722
2001-10-10,31.692359924316406,31.692359924316406,31.692359924316406,31.692359924316406,0
2001-10-11,33.113311767578125,33.63407747755413,32.33960056674806,32.46979271645648,26566419
2001-10-12,32.856651306152344,33.76055185006954,32.33960350898815,33.63408053756506,24680844
2001-10-15,33.373687744140625,33.76054328156676,32.07921393296207,32.33959530112521,19714371
2001-10-16,33.373687744140625,33.50388276150803,32.856642967061525,33.24349850448767,7045655
2001-10-17,32.3396110534668,33.37370400017984,31.949037366548456,33.37370400017984,32930241
2001-10-18,32.98683547973633,33.24349889164139,31.822548005794218,31.949022176530136,12988589
2001-10-19,33.24350357055664,33.890740574780146,32.46979237779639,32.986840122527035,20766591
2001-10-22,35.31541061401367,35.31541061401367,33.63407807302557,33.76054937626285,28494086
2001-10-23,35.31541061401367,35.70226622127775,34.53798143956713,35.70226622127775,20581399
2001-10-24,36.089115142822266,36.34949941945457,35.0550226219198,35.315406898552105,23275079
2001-10-25,37.38359832763672,37.38359832763672,35.83245783682984,36.21931635834888,29159087
2001-10-26,39.972557067871094,39.972557067871094,38.16103217373579,38.16103217373579,61053947
2001-10-29,39.45178985595703,39.97255854102409,38.93474490907451,39.84236636975733,18089746
2001-10-30,37.643978118896484,38.93473702211776,37.51378886286015,38.54788143600864,21599946
2001-10-31,38.41769027709961,38.93473802137261,37.383594788553616,37.383594788553616,18603229
2001-11-01,40.87644958496094,41.00664172575532,39.58197276278557,39.84235704437433,32888152
2001-11-02,42.42759704589844,42.68798137170919,40.876456527154104,41.65388576664098,46482820
2001-11-05,42.944637298583984,44.62596679579088,42.42758958694905,42.81816311814272,35447148
2001-11-06,42.29740524291992,43.59188229595617,42.04074176401251,43.46169013194293,23232991
2001-11-07,42.6879768371582,43.33521384498663,41.523689192861625,42.81816609737618,20951779
2001-11-08,41.653892517089844,42.55779610573971,41.523700333085465,42.55779610573971,13089601
2001-11-09,42.170936584472656,43.33522154683673,40.746267277679884,41.393507289398194,28283641
