Price,Adj Close,Close,High,Low,Open,Volume
Ticker,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW
Date,,,,,,
2010-01-04,63.53456497192383,98.20340728759766,98.85161590576172,97.5551986694336,98.52751159667969,36204466
2010-01-05,63.95393753051758,98.85161590576172,100.79623413085938,98.20340728759766,99.49982452392578,48342558
2010-01-06,63.53456497192383,98.20340728759766,99.17572021484375,98.20340728759766,98.85161590576172,42690045
2010-01-07,62.90549850463867,97.23109436035156,98.85161590576172,96.2587890625,98.20340728759766,41818411
2010-01-08,63.11518478393555,97.5551986694336,97.87930297851562,95.2864761352539,97.23109436035156,35507158
2010-01-11,62.276451110839844,96.2587890625,97.23109436035156,95.93468475341797,95.93468475341797,36579346
2010-01-12,62.066768646240234,95.93468475341797,96.90699005126953,95.61058044433594,96.2587890625,47109928
2010-01-13,61.018333435058594,94.31416320800781,95.2864761352539,93.99005889892578,94.63826751708984,49217278
2010-01-14,62.6958122253418,96.90699005126953,97.23109436035156,94.63826751708984,94.63826751708984,34934810
2010-01-15,63.95393753051758,98.85161590576172,99.17572021484375,97.23109436035156,98.20340728759766,44018324
2010-01-18,63.324867248535156,97.87930297851562,98.52751159667969,97.23109436035156,97.87930297851562,23759373
2010-01-19,62.486122131347656,96.5828857421875,98.52751159667969,95.93468475341797,98.20340728759766,27744210
2010-01-20,61.85708236694336,95.61058044433594,97.23109436035156,95.2864761352539,97.23109436035156,41758245
2010-01-21,61.228031158447266,94.63826751708984,95.2864761352539,93.99005889892578,94.31416320800781,41755159
2010-01-22,57.8730583190918,89.45260620117188,92.04544067382812,88.80440521240234,91.39723205566406,114111640
2010-01-25,58.50212097167969,90.42491912841797,90.7490234375,87.83209228515625,88.15619659423828,51202754
2010-01-26,57.2440071105957,88.48030090332031,91.39723205566406,87.83209228515625,91.39723205566406,59112260
2010-01-27,55.77621078491211,86.2115707397461,89.12850189208984,86.2115707397461,88.80440521240234,57725359
2010-01-28,57.034324645996094,88.15619659423828,90.10081481933594,86.85977935791016,88.15619659423828,48780689
2010-01-29,56.40526580810547,87.18388366699219,87.18388366699219,85.2392578125,86.53567504882812,56886121
2010-02-01,55.14716339111328,85.2392578125,87.18388366699219,84.26695251464844,86.2115707397461,37849002
2010-02-02,56.195579528808594,86.85977935791016,88.15619659423828,86.53567504882812,87.50798797607422,52697646
2010-02-03,57.8730583190918,89.45260620117188,89.45260620117188,87.50798797607422,88.48030090332031,34317724
