Price,Adj Close,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,,
2010-01-04,8.034217834472656,17.0,17.200000762939453,16.799999237060547,17.200000762939453,30047000
2010-01-05,8.128737449645996,17.200000762939453,17.350000381469727,17.049999237060547,17.200000762939453,64811000
2010-01-06,8.6958589553833,18.399999618530273,18.399999618530273,17.149999618530273,17.200000762939453,140587000
2010-01-07,8.6958589553833,18.399999618530273,19.100000381469727,18.399999618530273,18.600000381469727,137376000
2010-01-08,8.601340293884277,18.200000762939453,18.450000762939453,17.850000381469727,18.399999618530273,55124000
2010-01-11,8.790379524230957,18.600000381469727,19.0,18.100000381469727,18.299999237060547,107861000
2010-01-12,8.672229766845703,18.350000381469727,18.850000381469727,18.149999618530273,18.600000381469727,53705000
2010-01-13,8.435928344726562,17.850000381469727,18.0,17.799999237060547,18.0,55935000
2010-01-14,8.483190536499023,17.950000762939453,18.049999237060547,17.850000381469727,17.850000381469727,27502000
2010-01-15,8.506821632385254,18.0,18.149999618530273,17.850000381469727,18.0,30826000
2010-01-18,8.435928344726562,17.850000381469727,18.100000381469727,17.549999237060547,17.799999237060547,47352000
2010-01-19,8.294147491455078,17.549999237060547,18.100000381469727,17.549999237060547,17.899999618530273,45429000
2010-01-20,8.554078102111816,18.100000381469727,18.100000381469727,17.649999618530273,17.799999237060547,65249000
2010-01-21,8.506821632385254,18.0,18.200000762939453,17.950000762939453,18.100000381469727,54695000
2010-01-22,8.365038871765137,17.700000762939453,17.899999618530273,17.5,17.799999237060547,51236000
2010-01-25,8.223258972167969,17.399999618530273,17.600000381469727,17.25,17.299999237060547,44211000
2010-01-26,7.797918319702148,16.5,17.549999237060547,16.399999618530273,17.5,78406000
2010-01-27,7.750657558441162,16.399999618530273,16.600000381469727,16.350000381469727,16.600000381469727,48210000
2010-01-28,7.797918319702148,16.5,16.850000381469727,16.399999618530273,16.399999618530273,72428000
2010-01-29,7.58524751663208,16.049999237060547,16.200000762939453,15.5,16.200000762939453,107284000
2010-02-01,7.3253173828125,15.5,15.949999809265137,15.5,15.899999618530273,57493000
2010-02-02,7.37257719039917,15.600000381469727,15.899999618530273,15.449999809265137,15.899999618530273,48237000
2010-02-03,7.868807315826416,16.649999618530273,16.649999618530273,16.100000381469727,16.299999237060547,93317000
2010-02-04,7.797918319702148,16.5,17.149999618530273,16.5,16.799999237060547,129750000
2010-02-05,7.41983699798584,15.699999809265137,15.899999618530273,15.5,15.699999809265137,152460000
2010-02-08,7.561617851257324,16.0,16.149999618530273,15.899999618530273,16.100000381469727,44950000
2010-02-09,7.679768085479736,16.25,16.350000381469727,16.0,16.0,57855000
2010-02-10,7.679768085479736,16.25,16.5,16.200000762939453,16.350000381469727,80828000
2010-02-22,7.84517765045166,16.600000381469727,16.700000762939453,16.25,16.600000381469727,61113000
2010-02-23,7.703396320343018,16.299999237060547,16.299999237060547,16.0,16.0,67885000
2010-02-24,7.537986755371094,15.949999809265137,16.149999618530273,15.800000190734863,16.149999618530273,75795000
2010-02-25,7.3253173828125,15.5,15.949999809265137,15.350000381469727,15.949999809265137,122052000
2010-02-26,7.3016862869262695,15.449999809265137,15.5,15.199999809265137,15.399999618530273,69438000
2010-03-01,7.561617851257324,16.0,16.049999237060547,15.449999809265137,15.550000190734863,66218000
2010-03-02,7.443467140197754,15.75,16.100000381469727,15.699999809265137,16.049999237060547,55086000
2010-03-03,7.514357089996338,15.899999618530273,15.899999618530273,15.699999809265137,15.850000381469727,39637000
2010-03-04,7.467097282409668,15.800000190734863,16.0,15.649999618530273,16.0,39114000
2010-03-05,7.608877182006836,16.100000381469727,16.149999618530273,15.899999618530273,16.0,60811000
2010-03-08,7.656137466430664,16.200000762939453,16.299999237060547,16.049999237060547,16.25,49140000
2010-03-09,7.727027893066406,16.350000381469727,16.350000381469727,16.0,16.25,53450000
2010-03-10,7.84517765045166,16.600000381469727,16.600000381469727,16.399999618530273,16.5,60107000
2010-03-11,7.892437934875488,16.700000762939453,16.850000381469727,16.549999237060547,16.700000762939453,45855000
2010-03-12,7.916068077087402,16.75,16.75,16.5,16.700000762939453,26471000
2010-03-15,7.703396320343018,16.299999237060547,16.700000762939453,16.25,16.600000381469727,40518000
2010-03-16,7.797918319702148,16.5,16.5,16.149999618530273,16.200000762939453,33025000
2010-03-17,7.939696788787842,16.799999237060547,16.799999237060547,16.5,16.700000762939453,57174000
2010-03-18,7.916068077087402,16.75,16.899999618530273,16.600000381469727,16.799999237060547,46403000
2010-03-19,8.010588645935059,16.950000762939453,17.100000381469727,16.799999237060547,16.799999237060547,46844000
2010-03-22,7.916068077087402,16.75,16.75,16.549999237060547,16.75,38589000
2010-03-23,7.821547031402588,16.549999237060547,16.899999618530273,16.549999237060547,16.899999618530273,28338000
2010-03-24,7.916068077087402,16.75,16.899999618530273,16.75,16.850000381469727,31445000
2010-03-25,7.892437934875488,16.700000762939453,16.850000381469727,16.5,16.75,24657000
2010-03-26,8.034217834472656,17.0,17.0,16.5,16.600000381469727,34905000
2010-03-29,7.916068077087402,16.75,17.049999237060547,16.75,17.0,45394000
2010-03-30,7.939696788787842,16.799999237060547,16.850000381469727,16.75,16.850000381469727,23162000
2010-03-31,7.9633283615112305,16.850000381469727,17.149999618530273,16.799999237060547,16.899999618530273,48792000
2010-04-01,7.986958026885986,16.899999618530273,17.100000381469727,16.799999237060547,16.850000381469727,53644000
2010-04-02,7.916068077087402,16.75,17.0,16.700000762939453,16.899999618530273,23168000
2010-04-06,8.057847023010254,17.049999237060547,17.149999618530273,16.850000381469727,16.850000381469727,44375000
2010-04-07,8.128737449645996,17.200000762939453,17.200000762939453,17.049999237060547,17.100000381469727,28942000
2010-04-08,8.057847023010254,17.049999237060547,17.25,17.049999237060547,17.200000762939453,34009000
2010-04-09,8.010588645935059,16.950000762939453,17.200000762939453,16.899999618530273,17.200000762939453,23792000
2010-04-12,8.010588645935059,16.950000762939453,17.0,16.799999237060547,17.0,16844000
2010-04-13,7.84517765045166,16.600000381469727,16.899999618530273,16.5,16.899999618530273,38188000
2010-04-14,7.868807315826416,16.649999618530273,16.75,16.350000381469727,16.700000762939453,29241000
2010-04-15,7.84517765045166,16.600000381469727,16.950000762939453,16.5,16.899999618530273,57127000
2010-04-16,7.892437934875488,16.700000762939453,16.700000762939453,16.5,16.600000381469727,27250000
2010-04-19,7.656137466430664,16.200000762939453,16.450000762939453,16.149999618530273,16.399999618530273,45603000
