Price,Adj Close,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,,
2010-01-04,9.683039665222168,17.0,17.200000762939453,16.799999237060547,17.200000762939453,30047000
2010-01-05,9.796957969665527,17.200000762939453,17.350000381469727,17.049999237060547,17.200000762939453,64811000
2010-01-06,10.480466842651367,18.399999618530273,18.399999618530273,17.149999618530273,17.200000762939453,140587000
2010-01-07,10.480466842651367,18.399999618530273,19.100000381469727,18.399999618530273,18.600000381469727,137376000
2010-01-08,10.366549491882324,18.200000762939453,18.450000762939453,17.850000381469727,18.399999618530273,55124000
2010-01-11,10.59438419342041,18.600000381469727,19.0,18.100000381469727,18.299999237060547,107861000
2010-01-12,10.451987266540527,18.350000381469727,18.850000381469727,18.149999618530273,18.600000381469727,53705000
2010-01-13,10.167192459106445,17.850000381469727,18.0,17.799999237060547,18.0,55935000
2010-01-14,10.224148750305176,17.950000762939453,18.049999237060547,17.850000381469727,17.850000381469727,27502000
2010-01-15,10.252629280090332,18.0,18.149999618530273,17.850000381469727,18.0,30826000
2010-01-18,10.167192459106445,17.850000381469727,18.100000381469727,17.549999237060547,17.799999237060547,47352000
2010-01-19,9.996315002441406,17.549999237060547,18.100000381469727,17.549999237060547,17.899999618530273,45429000
2010-01-20,10.309589385986328,18.100000381469727,18.100000381469727,17.649999618530273,17.799999237060547,65249000
2010-01-21,10.252629280090332,18.0,18.200000762939453,17.950000762939453,18.100000381469727,54695000
2010-01-22,10.08175277709961,17.700000762939453,17.899999618530273,17.5,17.799999237060547,51236000
2010-01-25,9.910876274108887,17.399999618530273,17.600000381469727,17.25,17.299999237060547,44211000
2010-01-26,9.398244857788086,16.5,17.549999237060547,16.399999618530273,17.5,78406000
2010-01-27,9.341283798217773,16.399999618530273,16.600000381469727,16.350000381469727,16.600000381469727,48210000
2010-01-28,9.398244857788086,16.5,16.850000381469727,16.399999618530273,16.399999618530273,72428000
2010-01-29,9.141927719116211,16.049999237060547,16.200000762939453,15.5,16.200000762939453,107284000
2010-02-01,8.828652381896973,15.5,15.949999809265137,15.5,15.899999618530273,57493000
2010-02-02,8.885612487792969,15.600000381469727,15.899999618530273,15.449999809265137,15.899999618530273,48237000
2010-02-03,9.483682632446289,16.649999618530273,16.649999618530273,16.100000381469727,16.299999237060547,93317000
2010-02-04,9.398244857788086,16.5,17.149999618530273,16.5,16.799999237060547,129750000
2010-02-05,8.942572593688965,15.699999809265137,15.899999618530273,15.5,15.699999809265137,152460000
2010-02-08,9.113450050354004,16.0,16.149999618530273,15.899999618530273,16.100000381469727,44950000
2010-02-09,9.255846977233887,16.25,16.350000381469727,16.0,16.0,57855000
2010-02-10,9.255846977233887,16.25,16.5,16.200000762939453,16.350000381469727,80828000
2010-02-22,9.45520305633545,16.600000381469727,16.700000762939453,16.25,16.600000381469727,61113000
2010-02-23,9.28432559967041,16.299999237060547,16.299999237060547,16.0,16.0,67885000
2010-02-24,9.084969520568848,15.949999809265137,16.149999618530273,15.800000190734863,16.149999618530273,75795000
2010-02-25,8.828652381896973,15.5,15.949999809265137,15.350000381469727,15.949999809265137,122052000
2010-02-26,8.80017375946045,15.449999809265137,15.5,15.199999809265137,15.399999618530273,69438000
2010-03-01,9.113450050354004,16.0,16.049999237060547,15.449999809265137,15.550000190734863,66218000
2010-03-02,8.971051216125488,15.75,16.100000381469727,15.699999809265137,16.049999237060547,55086000
2010-03-03,9.056489944458008,15.899999618530273,15.899999618530273,15.699999809265137,15.850000381469727,39637000
2010-03-04,8.999530792236328,15.800000190734863,16.0,15.649999618530273,16.0,39114000
2010-03-05,9.170406341552734,16.100000381469727,16.149999618530273,15.899999618530273,16.0,60811000
2010-03-08,9.227367401123047,16.200000762939453,16.299999237060547,16.049999237060547,16.25,49140000
2010-03-09,9.31280517578125,16.350000381469727,16.350000381469727,16.0,16.25,53450000
2010-03-10,9.45520305633545,16.600000381469727,16.600000381469727,16.399999618530273,16.5,60107000
2010-03-11,9.512164115905762,16.700000762939453,16.850000381469727,16.549999237060547,16.700000762939453,45855000
2010-03-12,9.540641784667969,16.75,16.75,16.5,16.700000762939453,26471000
2010-03-15,9.28432559967041,16.299999237060547,16.700000762939453,16.25,16.600000381469727,40518000
2010-03-16,9.398244857788086,16.5,16.5,16.149999618530273,16.200000762939453,33025000
2010-03-17,9.569119453430176,16.799999237060547,16.799999237060547,16.5,16.700000762939453,57174000
2010-03-18,9.540641784667969,16.75,16.899999618530273,16.600000381469727,16.799999237060547,46403000
2010-03-19,9.654561042785645,16.950000762939453,17.100000381469727,16.799999237060547,16.799999237060547,46844000
2010-03-22,9.540641784667969,16.75,16.75,16.549999237060547,16.75,38589000
2010-03-23,9.426722526550293,16.549999237060547,16.899999618530273,16.549999237060547,16.899999618530273,28338000
2010-03-24,9.540641784667969,16.75,16.899999618530273,16.75,16.850000381469727,31445000
2010-03-25,9.512164115905762,16.700000762939453,16.850000381469727,16.5,16.75,24657000
2010-03-26,9.683039665222168,17.0,17.0,16.5,16.600000381469727,34905000
2010-03-29,9.540641784667969,16.75,17.049999237060547,16.75,17.0,45394000
2010-03-30,9.569119453430176,16.799999237060547,16.850000381469727,16.75,16.850000381469727,23162000
2010-03-31,9.597600936889648,16.850000381469727,17.149999618530273,16.799999237060547,16.899999618530273,48792000
2010-04-01,9.626079559326172,16.899999618530273,17.100000381469727,16.799999237060547,16.850000381469727,53644000
2010-04-02,9.540641784667969,16.75,17.0,16.700000762939453,16.899999618530273,23168000
2010-04-06,9.711517333984375,17.049999237060547,17.149999618530273,16.850000381469727,16.850000381469727,44375000
2010-04-07,9.796957969665527,17.200000762939453,17.200000762939453,17.049999237060547,17.100000381469727,28942000
2010-04-08,9.711517333984375,17.049999237060547,17.25,17.049999237060547,17.200000762939453,34009000
2010-04-09,9.654561042785645,16.950000762939453,17.200000762939453,16.899999618530273,17.200000762939453,23792000
2010-04-12,9.654561042785645,16.950000762939453,17.0,16.799999237060547,17.0,16844000
2010-04-13,9.45520305633545,16.600000381469727,16.899999618530273,16.5,16.899999618530273,38188000
2010-04-14,9.483682632446289,16.649999618530273,16.75,16.350000381469727,16.700000762939453,29241000
2010-04-15,9.45520305633545,16.600000381469727,16.950000762939453,16.5,16.899999618530273,57127000
2010-04-16,9.512164115905762,16.700000762939453,16.700000762939453,16.5,16.600000381469727,27250000
2010-04-19,9.227367401123047,16.200000762939453,16.450000762939453,16.149999618530273,16.399999618530273,45603000
